gene	t	p	log2FC	padj	corr_with_FXN
GPER	6.532542165043189	5.108456323342989e-07	1.6104865342418986	0.00019639044530507662	-0.6782150247760264
WDR13	-6.362704467418939	4.914136200632494e-07	-0.3090736730568544	0.00019639044530507662	0.5664416710260676
RSC1A1	6.234132618475688	5.055919956193753e-07	0.5816017457059814	0.00019639044530507662	-0.6328176418507467
TCERG1	6.191635502780525	5.668423189203817e-07	0.30061232962136764	0.00019975764072524874	-0.5864506297592516
IRAK1	6.221963997609987	5.3863461025501e-07	0.6268359063319711	0.00019975764072524874	-0.6828813107382101
LINC00856	6.182243648535884	5.679395749855841e-07	1.571395999795179	0.00019975764072524874	-0.7247304748685199
GNAI1	-6.234663695935845	5.589216811455656e-07	-0.695678214052581	0.00019975764072524874	0.6395922912893994
ZNF850	6.305311258613163	6.815825758579132e-07	0.49856804289975454	0.00022534483123014325	-0.6081708019943945
THG1L	-6.1254099204834604	6.67956943348445e-07	-0.5052728736737615	0.00022534483123014325	0.7079398421274049
SLC35A1	-6.148200873148894	6.574984279220115e-07	-0.5504970075401179	0.00022534483123014325	0.6426251139197937
BCAM	-6.274050613989907	7.325951951861683e-07	-2.5772993812855747	0.00023746139552201077	0.5911696231948341
RPS2	-6.05153271517865	8.304453719238358e-07	-0.7156470139575113	0.00025902061213722513	0.6625279811821475
DDI2	6.111720626624911	8.271687870542475e-07	0.4993029942858609	0.00025902061213722513	-0.6810413019701433
PPP1CB	-6.030267484485643	9.014467327925083e-07	-0.27931289974747386	0.00026610385606773136	0.5821818954078207
TGFBR3L	-6.347814500567397	8.934110191733192e-07	-1.209126513063755	0.00026610385606773136	0.6327997957664266
RPL3	-6.185919047247499	8.787941227992476e-07	-0.6234091342865806	0.00026610385606773136	0.6496201794706125
CSF1R	6.031229339781988	9.235149222445748e-07	0.8782795997649155	0.0002678355294671064	-0.6154134267190426
SNORD113-4	-6.175228785861608	9.875414802118e-07	-1.1587953959092143	0.00028146634843760805	0.6122285525569163
PI4K2A	6.056907750118862	1.018609229870873e-06	0.48180843122623784	0.00028470820508725756	-0.7295064385624035
DPH5	-5.979916929727734	1.03336109764899e-06	-0.65519475964863	0.00028470820508725756	0.7124008959082213
KLRF2	5.994845852757973	1.0596361753340823e-06	2.161782932245484	0.00028716140351553633	-0.7642353119235303
METTL15	-6.143476330840289	1.109101906243769e-06	-0.30234328402781685	0.0002910248192399325	0.6261712743435037
C12orf49	5.97686816412351	1.1061603218415417e-06	0.36334402882033245	0.0002910248192399325	-0.637253625779703
POLR3GL	-5.944183618697393	1.1404435584150217e-06	-0.33849048519955005	0.0002925957519459569	0.5697248436808872
WDR48	-6.008481015090129	1.1504884082322424e-06	-0.2840406140722891	0.0002925957519459569	0.6024842987429266
IGBP1	-5.968892021957095	1.2071376002128664e-06	-0.5035495712406046	0.0002934587010164544	0.5739785880108847
ITPR3	6.012560304476716	1.2031337190502242e-06	0.8680349521109054	0.0002934587010164544	-0.6625897675064348
KDELC2	6.203754981484463	1.173230039888933e-06	0.5975562738209295	0.0002934587010164544	-0.7299347445719528
DECR1	-5.960007014401995	1.3378970010942019e-06	-0.4341065548466556	0.0003205329757259167	0.6537308622189292
FAM134B	5.998979224181404	1.3936645278613242e-06	2.8426573519105034	0.00032912383300107926	-0.6968900230183424
PSME1	-5.917285645635893	1.6741599699437037e-06	-0.8178935159900789	0.0003843824786547134	0.5617706199675592
LOC100288911	-6.443967344030834	1.668873440422242e-06	-1.1093514148011732	0.0003843824786547134	0.5829672177781082
P4HTM	-5.796625345403156	1.7819947690812944e-06	-0.5658016855253365	0.0003915066277366471	0.5031842565852821
HIPK2	5.832607510758945	1.771147041330435e-06	0.9648354251193396	0.0003915066277366471	-0.5270289045855922
MED20	-5.892124557494677	1.7318363679087958e-06	-0.38787744870322527	0.0003915066277366471	0.6272243072003343
LUM	-5.910843425494429	1.7999215841742896e-06	-1.2784365170644474	0.0003915066277366471	0.5628642572769115
HAND2	-5.801775672041905	1.8273319797844274e-06	-2.9930195483313913	0.00039230681763397884	0.5353771240422933
TOR1AIP2	5.892043652302014	1.900840938909663e-06	0.292950459854584	0.000399401227227912	-0.5777989097364281
ZNF350	-5.813941201864175	1.9086986238585113e-06	-0.22631495960977954	0.000399401227227912	0.560967157762147
FSD1	-5.805037842892696	1.9755567420385847e-06	-1.629396163026755	0.0004060231814899416	0.5531124643193156
ZSCAN5A	5.7712241540161715	1.9894669227926486e-06	0.562263595148571	0.0004060231814899416	-0.5283660481974898
CDK12	5.771460983055731	2.0414473863238544e-06	0.37232873674496325	0.0004087971996307439	-0.5810096589208916
PSMA5	-6.029747997950017	2.052517546993633e-06	-0.568360076302703	0.0004087971996307439	0.6113242133688481
DDX17	-5.735824068200631	2.1413972066177553e-06	-0.29162807486252795	0.0004214218716975966	0.5006486813252606
NR1H2	-5.696289846601876	2.363249522227907e-06	-0.21147259078289693	0.00044904457301091417	0.5107515101352413
NBLA00301	-5.700567874228894	2.3317517256693953e-06	-3.06801379171959	0.00044904457301091417	0.5355673841712492
EEF2	-5.920040058000997	2.346098389000783e-06	-0.5785648817014231	0.00044904457301091417	0.6383474799261855
IPO9	5.750447550364367	2.466628337194421e-06	0.3020782641762878	0.00046336173911546563	-0.6242315183263367
AGPAT4-IT1	5.676088111498961	2.5833856207307587e-06	0.9668189610417963	0.00046978468913638614	-0.5951070257939478
ODF2L	5.698720330795768	2.614493460803794e-06	0.4457817697882849	0.00046978468913638614	-0.5714471640836265
ANKRA2	-5.80890218001473	2.6139916421457196e-06	-0.49105158537735427	0.00046978468913638614	0.5967161094690153
MEIS2	-5.673922792209158	2.5383488469557685e-06	-0.9568084685907348	0.00046978468913638614	0.6018110901267426
TMEM104	5.651575758784615	2.695093965277336e-06	0.7491758019046726	0.0004790601972042972	-0.5752215493447953
FAM71F2	5.804697646084381	2.775602794128789e-06	0.6883090119897286	0.00048812223180577674	-0.5734357226551413
SH3PXD2B	5.6328672827209845	2.9145822575810688e-06	0.681700279284982	0.0005071679926323436	-0.652632709684805
MCRS1	-5.765500519809525	2.9913795748099135e-06	-0.2260564695048135	0.0005151093307414862	0.6181156028788642
SH3BGRL	-5.722197011781329	3.1195918846190667e-06	-0.45460352915197255	0.0005156997344463778	0.5142757396119537
ZDHHC9	5.605656273660015	3.1057963049417885e-06	0.6520015678356419	0.0005156997344463778	-0.5519675383937244
MMP8	6.170271209713827	3.0388486369867826e-06	3.290227604267087	0.0005156997344463778	-0.5741659435596
VILL	-5.6571392204610484	3.0803284574455963e-06	-0.41179629427890596	0.0005156997344463778	0.61581424825777
TMEM33	5.596748009344935	3.1702177691916617e-06	0.2316329774871697	0.0005188799004208649	-0.6408968288327083
ETV5	5.636785571855712	3.2369333254745192e-06	0.8551657643234059	0.0005246053412099929	-0.5276221407660499
ZNF704	5.583915533837982	3.2934665834777858e-06	3.1248093608550596	0.0005285853989463231	-0.601624556278238
EIF4EBP2	5.748812598237607	3.37061083933007e-06	0.5161332488046959	0.0005357650748554364	-0.6560372936123904
ALKBH7	-5.584617898248826	3.472058773929122e-06	-0.7055363868947655	0.0005466343199221173	0.5069716189377409
FRMD6-AS1	5.673209962329581	3.5210554986305184e-06	0.7470626730946135	0.0005491185702628406	-0.6141254718565037
ZNF252P	-5.559224236786132	3.6102259183053003e-06	-0.3478919309744555	0.0005577630341635974	0.6268786185398999
ABCB7	-5.548312475694146	3.7275862155286275e-06	-0.2829512311600375	0.0005705622937861457	0.6380556218554975
ARF5	-5.623924263654604	3.890698373081268e-06	-0.3761705953159282	0.0005900654569303344	0.5703162006046655
SENP7	-5.533573020654348	3.9301574324163e-06	-0.39454611328783074	0.0005906312046843077	0.6390325808286528
ZNF599	-5.535563928005417	4.021294148934849e-06	-0.3539734479770722	0.0005988830051895676	0.5032684588162114
C1orf123	-5.588967738268423	4.060125251680874e-06	-0.3425598724536272	0.0005992672369244334	0.5814312615486974
ENTPD7	5.552806507206417	4.1124489524432866e-06	0.8479639810638133	0.0006016185277242475	-0.5926416657146166
PFDN5	-5.517132415485087	4.170730620860643e-06	-0.5295946895418453	0.0006047925253811166	0.6039007511352348
SSBP2	-5.572515670601254	4.263908775687397e-06	-0.6559721872245774	0.0006076437583697273	0.6752629754115498
RAB33B	-5.510898877357744	4.256506902014518e-06	-0.4446633796519084	0.0006076437583697273	0.5706015885260016
C15orf41	-5.545463541861548	4.3485782112904535e-06	-0.5878063443646706	0.0006092063255156143	0.5732831125228424
ICMT	5.708871127694103	4.3310705629486435e-06	0.40090569005174004	0.0006092063255156143	-0.5428798099759641
ACSF3	-5.702589336085221	4.755483056581608e-06	-0.25587917414520867	0.000655107420069588	0.6247765174149776
ADAT1	5.489938219788587	4.7245965485159636e-06	0.37663858615223234	0.000655107420069588	-0.5115319961081891
C17orf100	-5.483091979001139	4.8967966166549766e-06	-0.5995312057240403	0.0006689995443795324	0.5358303114570692
LRRC8A	5.463036578575857	5.079446582677634e-06	0.5212825457851142	0.0006882650119528193	-0.567572420452166
EFR3B	5.6203499996021264	5.362522968290888e-06	1.5891775264402161	0.0006888693565033193	-0.5707521580961716
ZNF784	-5.592084919511771	5.366092338668241e-06	-0.38608324980234165	0.0006888693565033193	0.5630629111752515
SLC27A4	5.433874320795679	5.164781546607491e-06	0.4070386240304309	0.0006888693565033193	-0.6066405780485961
KIAA0100	5.518593910800602	5.319233753007876e-06	0.27736735894292863	0.0006888693565033193	-0.6067827125405552
SPON1	5.429367487056838	5.345761404461432e-06	2.253967433955177	0.0006888693565033193	-0.6427732685783593
C2CD2L	5.516464269872829	5.300731772743606e-06	0.4731785132232771	0.0006888693565033193	-0.530037844091419
ATP5A1	-5.418892577864605	5.375606254245248e-06	-0.35683953357226805	0.0006888693565033193	0.5785876318174746
PLCXD2	5.44532944233734	5.449056595960556e-06	1.0321574101311164	0.000692910419906338	-0.6373133986276028
PPIE	-5.450599642412963	5.5244630653433714e-06	-0.28964562746671163	0.0006971366330777959	0.5767091450059714
RPL18	-5.405593833286435	5.599630058782761e-06	-0.6214896194364865	0.0007012688219828622	0.6562104021116529
SLC22A23	5.571634157836527	5.872596164620733e-06	0.9370618417160905	0.0007087912830690753	-0.5830026153030045
FDPSL2A	5.594021518184901	5.864133483970186e-06	0.8295621848965675	0.0007087912830690753	-0.605221512721334
AIP	-5.392342404003478	5.874079352759259e-06	-0.41065295304458793	0.0007087912830690753	0.4751366781118212
ZNF14	-5.411527315906468	5.751312022285327e-06	-0.34902458079961995	0.0007087912830690753	0.5698792038044453
TOX	-5.422676030297877	5.738915721487154e-06	-1.6156794175053522	0.0007087912830690753	0.5448367712193607
TAF7	-5.429030606378334	6.107079298652489e-06	-0.4324827552150108	0.0007315661441016254	0.5686043019487736
ESR1	5.54831057578292	6.33255750092656e-06	2.228543963600494	0.0007469997303915813	-0.6400909525172779
RHOA	-5.373901890504718	6.371481579167199e-06	-0.3774547397603829	0.0007469997303915813	0.5455082025499858
NOA1	-5.525900014063182	6.2913369962380435e-06	-0.4143782086731882	0.0007469997303915813	0.603818284242967
RABEPK	-5.379998332627643	6.490312302878717e-06	-0.3909171926126316	0.0007555729061893525	0.5980004356979467
LIMK1	5.40290262452949	6.619607790436835e-06	0.6055531273467967	0.0007652359187672121	-0.5620992544840544
GSPT1	5.347480559185383	6.881217333634487e-06	0.45892731348604876	0.0007891820679957789	-0.5328836369457256
PMPCB	-5.3454440013952995	6.922230951508555e-06	-0.2859451289830055	0.0007891820679957789	0.5559143933551605
C2CD5	-5.74328620545353	7.054625530763516e-06	-0.3548313994785435	0.0007958491339102161	0.6547772236518893
FAM180A	5.346048441556456	7.076996109418774e-06	1.1161967453330117	0.0007958491339102161	-0.6875153631844502
PNKD	-5.325368929726839	7.236093243459572e-06	-0.43930212788537304	0.0008047706102228944	0.49298345286016676
NBL1	5.347026191878077	7.253694327216216e-06	1.3834208694736363	0.0008047706102228944	-0.5774214618135064
RAB30	-5.335507397248562	7.344347723723518e-06	-0.44056252732406787	0.0008093960814724899	0.5952110953536275
CD27-AS1	-5.617747193810975	7.424944689216742e-06	-0.7618683196363047	0.0008099228991014984	0.5932145609079954
B4GALT6	5.71335065121569	7.447116367033316e-06	2.19636293571455	0.0008099228991014984	-0.64248778283138
ADCK4	-5.43042936009648	7.581235556776511e-06	-0.44090416333939686	0.0008191202940462255	0.47616643247082086
ELP2	-5.406225744271498	7.831179582087407e-06	-0.229882600570539	0.0008352079333644319	0.5851659051527666
COPS5	-5.317961130155321	7.79125206070068e-06	-0.30086670969467555	0.0008352079333644319	0.6349622934716631
MAGED2	-5.278477944240492	8.113349440149544e-06	-0.46737376116307416	0.0008569891624028998	0.4954484610910526
ARL4C	5.2717832400315014	8.283330412177335e-06	0.9093410298626257	0.0008569891624028998	-0.589717947749019
NARG2	-5.287229176519602	8.267728734876814e-06	-0.27379907097861533	0.0008569891624028998	0.6098351563637922
PEX26	5.29934691974035	8.294614117988263e-06	0.25407923006650357	0.0008569891624028998	-0.5495227522140097
SIRT5	-5.277588632891446	8.14327007332069e-06	-0.242637615622173	0.0008569891624028998	0.598739625802167
AJUBA	-5.3514120738366735	8.698343763875781e-06	-0.9978002410080133	0.0008821614770590831	0.46618254797575953
PSMB10	-5.454869418359602	8.697596751239723e-06	-0.5878466998967529	0.0008821614770590831	0.5013167364713869
ZNF800	5.256147635812706	8.696556141251062e-06	0.24262523219445065	0.0008821614770590831	-0.5965542193413805
C21orf33	-5.250351976867825	8.994029492200393e-06	-0.25990048659267906	0.0009065872044851506	0.5964942747430316
LRP4	5.405104665440789	9.434155086636395e-06	0.84915608013781	0.0009394940827541341	-0.5984551902815214
VAV3	5.233055565466383	9.382025130633293e-06	2.0685735113647072	0.0009394940827541341	-0.4652654026993865
PEX16	-5.210973997862097	9.901191068223213e-06	-0.2349641235300659	0.0009800993386155565	0.5197078184525906
ABHD2	5.437250141445383	1.0452202784640616e-05	0.9044392961090661	0.0010139917760025212	-0.5572572126161108
ZNHIT3	-5.237059134296551	1.0488935557221652e-05	-0.4948393932509454	0.0010139917760025212	0.5566708027096612
ING4	-5.196318552800603	1.0376747249358067e-05	-0.5363855619056217	0.0010139917760025212	0.5225416276785531
NPAT	5.20340247777934	1.0311951613979987e-05	0.2802694637662668	0.0010139917760025212	-0.6308026430581087
PPP6R1	5.228629402373056	1.0692042389632574e-05	0.2692365634085707	0.0010235783158085243	-0.5577165173459019
PCNX	5.184357175427845	1.07119380941791e-05	0.3788038907366076	0.0010235783158085243	-0.6004282111879548
DNAJC3	5.239901247068666	1.0941465302258169e-05	0.3156162594883618	0.0010395020856990218	-0.5517019395799292
RNF4	5.506060718188104	1.1010362582168274e-05	0.4005364951191339	0.0010400703076904215	-0.5524576370020756
SMARCD3	-5.416657135182747	1.112709976582091e-05	-0.7244557324509522	0.001045125489936281	0.5863643657799681
EIF3G	-5.182080733965261	1.1764285330579964e-05	-0.28488700444750137	0.0010685461582407548	0.5736617742473203
CCIN	5.1609673240711125	1.1632151462602304e-05	0.9650108765935856	0.0010685461582407548	-0.5479734510485906
PTPLAD1	5.159880495758847	1.1526848885026746e-05	0.28362877977310674	0.0010685461582407548	-0.6215748259915679
MMP14	5.179214723763404	1.1516232752106394e-05	0.4633570262094686	0.0010685461582407548	-0.6047167044100117
AGO2	5.304676563091363	1.1714850159661679e-05	0.41949273904474715	0.0010685461582407548	-0.5701607574240831
MIR100HG	-5.160563099555108	1.1678038774157253e-05	-0.5222310126994198	0.0010685461582407548	0.5247862882480846
KIAA1456	-5.160374566816497	1.2332941957791569e-05	-1.0110380871600366	0.0011096922023906884	0.5953288579764501
ZBTB12	-5.14632005363718	1.2351543478306616e-05	-0.4328499902759422	0.0011096922023906884	0.6283943854255841
POT1	-5.176242003581625	1.2619975133937259e-05	-0.25793821197719424	0.0011170529572062742	0.6029283998197992
LIN7A	-5.14218116593549	1.2636192789158143e-05	-1.2072355917547117	0.0011170529572062742	0.6374189167195814
LOC152742	-5.163452517418811	1.2514599922843922e-05	-2.630073954930311	0.0011170529572062742	0.49686301706605174
LRRC1	-5.202628346046549	1.37020913663044e-05	-0.8963767785581185	0.0011532056232163963	0.5598699052636456
MAPK11	-5.308073654928026	1.3342905438548931e-05	-0.9303393735921617	0.0011532056232163963	0.5245328160144206
MKRN1	-5.210890588850521	1.362542743767249e-05	-0.20612108880285618	0.0011532056232163963	0.5782808717791885
DCLRE1B	5.468636048649714	1.3392058956006728e-05	0.8832063003706994	0.0011532056232163963	-0.5487591929249069
CMIP	5.112447129846728	1.355545512963129e-05	0.817316881009476	0.0011532056232163963	-0.5492272032965357
EYA4	5.107996490446	1.3594879634076959e-05	3.1022155584635254	0.0011532056232163963	-0.5214732136892831
IFI27L2	-5.119971169016929	1.3285947322287539e-05	-0.5447108661991145	0.0011532056232163963	0.5169806629816176
AMZ2	-5.128356936543661	1.3365029909396847e-05	-0.4441553375294678	0.0011532056232163963	0.616813923850356
CABLES2	5.123659674792658	1.3617933254006701e-05	0.6741958501379504	0.0011532056232163963	-0.5016759784450303
NUP188	5.106937870503172	1.3742756504363322e-05	0.4197018722399619	0.0011532056232163963	-0.5307888236615419
DDX50	-5.130247942266898	1.4176027890160485e-05	-0.25922954962178935	0.0011651306686046264	0.6962048481360359
DAK	-5.169466928285883	1.408638374054595e-05	-0.4086866490511163	0.0011651306686046264	0.5617309140198118
PGP	5.191798299144463	1.4272039539289928e-05	0.46905271598527243	0.0011651306686046264	-0.5786688801585651
DTX2	5.201248145343301	1.424538263080451e-05	0.5550035122429984	0.0011651306686046264	-0.6274780458673961
ZNF100	5.122660024885776	1.4307756683004e-05	0.541700797824741	0.0011651306686046264	-0.611874061990438
MAP3K3	5.204336762424629	1.4225338995659108e-05	0.5184386705362076	0.0011651306686046264	-0.5638905442263636
ZFP91	5.135980999417184	1.444927379210048e-05	0.3585039673705346	0.0011708869855745739	-0.6455282469731578
ZFYVE19	-5.159343239235394	1.4746049275804629e-05	-0.30807155307941336	0.001189107027211348	0.48020099044210296
RFXANK	-5.151616770222913	1.4938639928454985e-05	-0.3714549064559023	0.0011987895954237349	0.5378784627095577
SLC8A1	-5.216811045780013	1.5689565855377273e-05	-1.458714352716198	0.0012529672133103464	0.6504649785118043
HOXB5	5.430917585603879	1.588967294557522e-05	2.3212589281075724	0.001262847035881269	-0.6409966200521077
HMGN4	-5.303256697109818	1.6832093739567565e-05	-0.43854137344676936	0.0013215928735536078	0.6320051592351259
MVB12A	-5.11624704676041	1.6868676808409127e-05	-0.33291754360458903	0.0013215928735536078	0.5133541885158026
ATXN7L2	-5.118925281486957	1.6753061019929558e-05	-0.7658075505324575	0.0013215928735536078	0.569353661351363
TDRKH	5.0471897903644765	1.697702245261461e-05	0.9321137129651822	0.0013238073498310007	-0.5565683203771955
PRDX5	-5.0264639872367045	1.711719657687541e-05	-0.4210764453426332	0.0013284712517010677	0.4961477977989792
NIPSNAP1	-5.022829267766576	1.728510340277388e-05	-0.5378692536718823	0.0013290234620988606	0.5289594943984586
FRRS1	5.224603066527241	1.7222195693469163e-05	0.7789674010617729	0.0013290234620988606	-0.5405959950225466
SRSF6	-5.337306165200824	1.741714054618167e-05	-0.3274387387832842	0.00133297569615245	0.6057843542500844
RAP2C	-5.062172436934642	1.7720961513975708e-05	-0.29582852243031255	0.001343785388933635	0.614303784910229
LOC643837	5.01875506185937	1.765194857999769e-05	0.4125164479495398	0.001343785388933635	-0.47416318666079704
WNT5A	-5.203848833800226	1.782166572043993e-05	-1.758841959178291	0.0013452509407515638	0.5323714785986072
ZFP37	-5.153712013502296	1.827121269600601e-05	-0.542902472596098	0.0013697042459226013	0.5467886611086106
EIF3F	-4.983192542822182	1.938493960391354e-05	-0.498559945407429	0.0013697042459226013	0.6100331617562768
PSMB8	-5.296878147531289	1.856503778945907e-05	-0.6871550227839567	0.0013697042459226013	0.4794011032845974
C2orf42	-5.023723078087636	1.965371518916619e-05	-0.31981423373787976	0.0013697042459226013	0.643527156169632
RPL7A	-4.977959074469111	1.9753154118650488e-05	-0.5741200040650032	0.0013697042459226013	0.6299430995401603
DNMT3B	5.0748370006114625	1.900494838209074e-05	0.8177425271045236	0.0013697042459226013	-0.5381676008071675
EIF3M	-5.016867045683584	1.9802753298378907e-05	-0.3625325334608114	0.0013697042459226013	0.652754776977271
KIAA1324L	4.980734639284051	1.9535764983024245e-05	2.4678516127534573	0.0013697042459226013	-0.5987901957007633
RGL1	4.9890681231754135	1.96266081330522e-05	0.5477704783046065	0.0013697042459226013	-0.6125166992865794
RBM10	-5.08329230164294	1.8828578033003457e-05	-0.3009021739286215	0.0013697042459226013	0.6252029717404378
RBM39	-5.153219127586986	1.9179010265824243e-05	-0.35107119924788677	0.0013697042459226013	0.555137714135338
SMCR7L	5.075360734249246	1.8865324891678244e-05	0.1576983317218552	0.0013697042459226013	-0.6056531392756058
HDLBP	-4.997975810831867	1.855971833470523e-05	-0.2515962245506458	0.0013697042459226013	0.5373734830366288
PROX1	5.030525708122666	1.9395956174313988e-05	0.9848629720305442	0.0013697042459226013	-0.4323826888790325
SF3B1	-4.97912373764078	1.9684530646786267e-05	-0.28304227717701735	0.0013697042459226013	0.4351865195593942
LOC100131496	5.068723608329936	1.8664371417979037e-05	0.980813298011161	0.0013697042459226013	-0.5700554222538651
ARMCX2	-5.064433477118622	1.9492956564881906e-05	-0.43645936772474947	0.0013697042459226013	0.5463050385916784
SPIN1	-4.997829522027494	1.9013488564317826e-05	-0.2551843984883426	0.0013697042459226013	0.6746003582128055
COPG2	-5.067659835737642	1.9097340865380525e-05	-0.5351640128036799	0.0013697042459226013	0.5633955288409883
AGRN	-5.25957379025105	1.835473347787591e-05	-0.8983576880738937	0.0013697042459226013	0.5104953232799131
DPH1	-5.18204604724491	2.024180241324565e-05	-0.42419804003714745	0.0013893383194486274	0.5305877605665418
TMCO4	-4.994983516655651	2.033257965101127e-05	-0.44268662540314097	0.0013893383194486274	0.5067122938244667
MYO1C	-4.967278931851869	2.03387498219447e-05	-0.44333282999439483	0.0013893383194486274	0.4341917959635156
RPUSD4	-4.984232714675802	2.0526851943075002e-05	-0.3080955018356306	0.0013964172406212875	0.6150708265243493
PGBD2	-5.058931539424188	2.093554621843968e-05	-0.388584130241326	0.0014183832562992883	0.6057999095876867
SERPINB6	-5.0614244791620635	2.1190468670337093e-05	-0.409208138334721	0.00142215527595096	0.5420124018689966
GPR107	4.978766317956486	2.124931057769567e-05	0.37204058051424305	0.00142215527595096	-0.4821497865342808
GALK1	-5.139701891285165	2.1155985096672996e-05	-0.4757634965146398	0.00142215527595096	0.44607672854217634
AMZ2P1	-4.95048611694113	2.1617239690512433e-05	-0.7026956427786795	0.001440945924692988	0.6122399360590075
SFT2D2	5.14866443745416	2.185251483302609e-05	0.532367302556132	0.0014507788060431899	-0.571677232083881
EIF2A	-4.997177585569889	2.2734781791516767e-05	-0.41784472843887777	0.0015033147111822547	0.6144560349264974
FAM184A	4.939791676200825	2.3084928647510887e-05	1.5081622234935899	0.0015083674129328162	-0.6300271777328683
ARL13B	4.93276520404891	2.2974728920199916e-05	0.2837572113125457	0.0015083674129328162	-0.40539217395871313
CDK5RAP3	-4.931743983867784	2.3057912717696655e-05	-0.33907353689192554	0.0015083674129328162	0.4513597491565402
